"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000010190",64786,"TBC1D15","TBC1D15",417857,"No"
"ENSGALG00000010192",254170,"FBXO33","FBXO33",428887,"No"
"ENSGALG00000010193",57862,"ZNF410","ZNF410",423340,"Transcription Factor"
"ENSGALG00000010195",NA,NA,"NA",NA,"No"
"ENSGALG00000010196",145483,"FAM161B","FAM161B",423341,"No"
"ENSGALG00000010197",51004,"COQ6","COQ6",423342,"No"
"ENSGALG00000010198",121278,"TPH2","TPH2",408026,"No"
"ENSGALG00000010199",256471,"MFSD8","MFSD8",422498,"No"
"ENSGALG00000010200",29953,"TRHDE","TRHDE",427868,"No"
"ENSGALG00000010201",80167,"ABHD18","ABHD18",422499,"No"
"ENSGALG00000010202",957,"ENTPD5","ENTPD5",423343,"No"
"ENSGALG00000010203",79654,"HECTD3","LOC424588",424588,"No"
"ENSGALG00000010204",3747,"KCNC2","KCNC2",772061,"No"
"ENSGALG00000010207",55132,"LARP1B","LARP1B",422500,"No"
"ENSGALG00000010208",84698,"CAPS2","CAPS2",417859,"No"
"ENSGALG00000010209",10424,"PGRMC2","PGRMC2",422501,"No"
"ENSGALG00000010211",4329,"ALDH6A1","ALDH6A1",423345,"No"
"ENSGALG00000010214",79960,"JADE1","JADE1",422502,"No"
"ENSGALG00000010217",79654,"HECTD3","HECTD3",424589,"No"
"ENSGALG00000010218",NA,NA,"NA",NA,"No"
"ENSGALG00000010219",7389,"UROD","UROD",424590,"No"
"ENSGALG00000010221",57643,"ZSWIM5","ZSWIM5",424591,"No"
"ENSGALG00000010222",256710,"GLIPR1L1","NULL",NA,"No"
"ENSGALG00000010222",144321,"GLIPR1L2","NULL",NA,"No"
"ENSGALG00000010223",256710,"GLIPR1L1","NULL",NA,"No"
"ENSGALG00000010223",144321,"GLIPR1L2","NULL",NA,"No"
"ENSGALG00000010224",144321,"GLIPR1L2","GLIPR1L",417862,"No"
"ENSGALG00000010224",256710,"GLIPR1L1","GLIPR1L",417862,"No"
"ENSGALG00000010225",348158,"ACSM2B","ACSS1B",423347,"No"
"ENSGALG00000010225",116285,"ACSM1","ACSS1B",423347,"No"
"ENSGALG00000010225",123876,"ACSM2A","ACSS1B",423347,"No"
"ENSGALG00000010225",142827,"ACSM6","ACSS1B",423347,"No"
"ENSGALG00000010226",4595,"MUTYH","MUTYH",424594,"No"
"ENSGALG00000010226",NA,"AL451136.1","MUTYH",424594,"No"
"ENSGALG00000010227",11103,"KRR1","KRR1",417863,"No"
"ENSGALG00000010228",114034,"TOE1","TOE1",424595,"No"
"ENSGALG00000010229",5826,"ABCD4","ABCD4",423349,"No"
"ENSGALG00000010230",10420,"TESK2","TESK2",100858275,"No"
"ENSGALG00000010232",55237,"VRTN","VRTN",423350,"No"
"ENSGALG00000010233",646658,"SYNDIG1L","SYNDIG1L",423351,"No"
"ENSGALG00000010234",25974,"MMACHC","MMACHC",424597,"No"
"ENSGALG00000010237",10577,"NPC2","NPC2",423353,"No"
"ENSGALG00000010238",4673,"NAP1L1","NAP1L1",417864,"No"
"ENSGALG00000010243",5052,"PRDX1","PRDX1",424598,"No"
"ENSGALG00000010244",10327,"AKR1A1","AKR1A1",424599,"No"
"ENSGALG00000010246",114882,"OSBPL8","OSBPL8",417866,"No"
"ENSGALG00000010253",23390,"ZDHHC17","ZDHHC17",417867,"No"
"ENSGALG00000010255",4678,"NASP","NASP",424600,"No"
"ENSGALG00000010256",25976,"TIPARP","TIPARP",425026,"No"
"ENSGALG00000010258",4053,"LTBP2","LTBP2",428888,"No"
"ENSGALG00000010259",340267,"COL28A1","COL28A1",420576,"No"
"ENSGALG00000010268",25849,"PARM1","PARM1",422503,"No"
"ENSGALG00000010269",7881,"KCNAB1","KCNAB1",395730,"No"
"ENSGALG00000010270",9870,"AREL1","AREL1",423354,"No"
"ENSGALG00000010273",5516,"PPP2CB","PPP2CB",396021,"No"
"ENSGALG00000010275",51077,"FCF1","FCF1",423355,"No"
"ENSGALG00000010276",60313,"GPBP1L1","GPBP1L1",424603,"Transcription Factor"
"ENSGALG00000010279",51249,"TMEM69","NULL",NA,"No"
"ENSGALG00000010282",55362,"TMEM63B","NULL",NA,"No"
"ENSGALG00000010283",2961,"GTF2E2","GTF2E2",771227,"No"
"ENSGALG00000010284",8833,"GMPS","GMPS",425028,"No"
"ENSGALG00000010285",64928,"MRPL14","MRPL14",421443,"No"
"ENSGALG00000010286",1743,"DLST","DLST",423357,"No"
"ENSGALG00000010287",3652,"IPP","IPP",424605,"No"
"ENSGALG00000010288",NA,NA,"NA",NA,"No"
"ENSGALG00000010290",7422,"VEGFA","VEGFA",395909,"No"
"ENSGALG00000010291",11030,"RBPMS","RBPMS",428738,"No"
"ENSGALG00000010293",83546,"RTBDN","RBP",396449,"No"
"ENSGALG00000010294",83694,"RPS6KL1","RPS6KL1",423358,"No"
"ENSGALG00000010296",55168,"MRPS18A","MRPS18A",421445,"No"
"ENSGALG00000010298",10671,"DCTN6","DCTN6",771257,"No"
"ENSGALG00000010299",221421,"RSPH9","RSPH9",421446,"No"
"ENSGALG00000010301",8892,"EIF2B2","EIF2B2",423359,"No"
"ENSGALG00000010302",9197,"SLC33A1","SLC33A1",425029,"No"
"ENSGALG00000010302",NA,"AC104472.3","SLC33A1",425029,"No"
"ENSGALG00000010303",NA,NA,"NA",NA,"No"
"ENSGALG00000010304",27030,"MLH3","MLH3",100859200,"No"
"ENSGALG00000010307",97,"ACYP1","ACYP1",423361,"No"
"ENSGALG00000010309",79696,"ZC2HC1C","ZC2HC1C",428890,"No"
"ENSGALG00000010311",89795,"NAV3","NAV3",417869,"No"
"ENSGALG00000010312",23007,"PLCH1","PLCH1",425030,"No"
"ENSGALG00000010313",NA,NA,"NA",NA,"No"
"ENSGALG00000010314",91754,"NEK9","NEK9",428891,"No"
"ENSGALG00000010315",54676,"GTPBP2","GTPBP2",421449,"No"
"ENSGALG00000010316",NA,NA,"NA",NA,"No"
"ENSGALG00000010317",5429,"POLH","POLH",395102,"No"
"ENSGALG00000010318",10972,"TMED10","TMED10",423362,"No"
"ENSGALG00000010320",5074,"PAWR","PAWR",417870,"Transcription Factor"
"ENSGALG00000010322",122953,"JDP2","JDP2",423363,"Transcription Factor"
"ENSGALG00000010323",10538,"BATF","BATF",423364,"Transcription Factor"
"ENSGALG00000010324",65008,"MRPL1","MRPL1",422507,"No"
"ENSGALG00000010325",4659,"PPP1R12A","PPP1R12A",396020,"No"
"ENSGALG00000010326",55640,"FLVCR2","FLVCR2",423365,"No"
"ENSGALG00000010331",4311,"MME","MME",425031,"No"
"ENSGALG00000010333",246175,"CNOT6L","CNOT6L",422508,"No"
"ENSGALG00000010334",50832,"TAS2R4","TAS2R7",771663,"No"
"ENSGALG00000010335",8503,"PIK3R3","PIK3R3",429096,"No"
"ENSGALG00000010335",110117499,"AL358075.4","PIK3R3",429096,"No"
"ENSGALG00000010337",344758,"GPR149","GPR149",395382,"No"
"ENSGALG00000010338",10563,"CXCL13","CXCL13L2",422510,"No"
"ENSGALG00000010340",NA,NA,"NA",NA,"No"
"ENSGALG00000010341",57510,"XPO5","XPO5",421450,"No"
"ENSGALG00000010342",283310,"OTOGL","OTOGL",772154,"No"
"ENSGALG00000010343",10103,"TSPAN1","TSPAN16",424607,"No"
"ENSGALG00000010346",7043,"TGFB3","TGFB3",396438,"No"
"ENSGALG00000010347",901,"CCNG2","CCNG2",422512,"No"
"ENSGALG00000010349",9533,"POLR1C","POLR1C",421452,"No"
"ENSGALG00000010350",55668,"GPATCH2L","GPATCH2L",423368,"No"
"ENSGALG00000010351",55624,"POMGNT1","POMGNT1",429097,"No"
"ENSGALG00000010352",26084,"ARHGEF26","ARHGEF26",429163,"No"
"ENSGALG00000010356",8438,"RAD54L","RAD54L",424611,"Transcription Factor"
"ENSGALG00000010357",5028,"P2RY1","P2RY1",396275,"No"
"ENSGALG00000010359",10489,"LRRC41","LRRC41",424612,"No"
"ENSGALG00000010360",387338,"NSUN4","NSUN4",424613,"No"
"ENSGALG00000010363",8916,"AC098582.1","HERC3",422514,"No"
"ENSGALG00000010363",8916,"HERC3","HERC3",422514,"No"
"ENSGALG00000010364",13,"AADAC","AADAC",425034,"No"
"ENSGALG00000010370",116931,"MED12L","MED12L",425036,"No"
"ENSGALG00000010371",10144,"FAM13A","FAM13A",422515,"No"
"ENSGALG00000010372",23357,"ANGEL1","ANGEL1",423370,"No"
"ENSGALG00000010375",7780,"SLC30A2","SLC30A2",425575,"No"
"ENSGALG00000010377",53836,"GPR87","GPR87",425038,"No"
"ENSGALG00000010379",6622,"SNCA","SNCA",395393,"No"
"ENSGALG00000010384",7401,"CLRN1","CLRN1",771718,"No"
"ENSGALG00000010385",NA,NA,"NA",NA,"No"
"ENSGALG00000010386",65989,"DLK2","DLK2",428576,"No"
"ENSGALG00000010390",85457,"CIPC","CIPC",771996,"No"
"ENSGALG00000010391",22915,"MMRN1","MMRN1",428741,"No"
"ENSGALG00000010392",401145,"CCSER1","CCSER1",422518,"No"
"ENSGALG00000010395",6478,"SIAH2","SIAH2",429164,"No"
"ENSGALG00000010397",2895,"GRID2","GRID2",422520,"No"
"ENSGALG00000010399",51714,"SELENOT","SELENOT",425041,"No"
"ENSGALG00000010401",83939,"EIF2A","EIF2A",425042,"No"
"ENSGALG00000010402",27306,"HPGDS","HPGDS",395863,"No"
"ENSGALG00000010406",57156,"TMEM63C","TMEM63C",423372,"No"
"ENSGALG00000010411",11342,"RNF13","RNF13",396303,"No"
"ENSGALG00000010412",25937,"WWTR1","WWTR1",100859902,"No"
"ENSGALG00000010413",58157,"NGB","NGB",428896,"No"
"ENSGALG00000010417",NA,NA,"NA",NA,"No"
"ENSGALG00000010427",7104,"TM4SF4","TM4SF4",771806,"No"
"ENSGALG00000010428",25940,"FAM98A","FAM98A",421458,"No"
"ENSGALG00000010432",2954,"GSTZ1","GSTZ1",423374,"No"
"ENSGALG00000010433",2166,"FAAH","FAAH",424614,"No"
"ENSGALG00000010435",25780,"RASGRP3","RASGRP3",421460,"No"
"ENSGALG00000010436",127343,"DMBX1","DMBX1",395271,"Transcription Factor"
"ENSGALG00000010440",8569,"MKNK1","MKNK1",771961,"No"
"ENSGALG00000010444",64756,"ATPAF1","ATPAF1",424616,"No"
"ENSGALG00000010446",9813,"EFCAB14","EFCAB14",424617,"No"
"ENSGALG00000010448",4052,"LTBP1","LTBP1",421461,"No"
"ENSGALG00000010457",161394,"SAMD15","NULL",NA,"No"
"ENSGALG00000010459",63894,"VIPAS39","VIPAS39",423377,"No"
"ENSGALG00000010461",253738,"EBF3","EBF3",395175,"Transcription Factor"
"ENSGALG00000010463",10598,"AHSA1","AHSA1",423378,"No"
"ENSGALG00000010464",10539,"GLRX3","GLRX3",423968,"No"
"ENSGALG00000010468",NA,NA,"NA",NA,"No"
"ENSGALG00000010469",199974,"CYP4Z1","CYP4B7",424618,"No"
"ENSGALG00000010469",1579,"CYP4A11","CYP4B7",424618,"No"
"ENSGALG00000010469",66002,"CYP4F12","CYP4B7",424618,"No"
"ENSGALG00000010469",57834,"CYP4F11","CYP4B7",424618,"No"
"ENSGALG00000010469",8529,"CYP4F2","CYP4B7",424618,"No"
"ENSGALG00000010469",260293,"CYP4X1","CYP4B7",424618,"No"
"ENSGALG00000010469",284541,"CYP4A22","CYP4B7",424618,"No"
"ENSGALG00000010470",256536,"TCERG1L","TCERG1L",423969,"No"
"ENSGALG00000010471",55844,"PPP2R2D","PPP2R2D",423970,"No"
"ENSGALG00000010473",10158,"PDZK1IP1","PDZK1IP1",424619,"No"
"ENSGALG00000010476",664,"BNIP3","BNIP3",423971,"No"
"ENSGALG00000010478",6491,"STIL","STIL",424621,"No"
"ENSGALG00000010481",NA,NA,"NA",NA,"No"
"ENSGALG00000010485",8846,"ALKBH1","ALKBH1",428898,"No"
"ENSGALG00000010486",282973,"JAKMIP3","JAKMIP3",428991,"No"
"ENSGALG00000010490",10570,"DPYSL4","DPYSL4",374022,"No"
"ENSGALG00000010491",170394,"PWWP2B","PWWP2B",423972,"No"
"ENSGALG00000010493",3632,"INPP5A","INPP5A",423973,"No"
"ENSGALG00000010494",200010,"SLC5A9","SLC5A9",424625,"No"
"ENSGALG00000010497",222962,"SLC29A4","SLC29A4",425593,"No"
"ENSGALG00000010500",84504,"NKX6-2","NKX6-2",395591,"Transcription Factor"
"ENSGALG00000010501",22938,"SNW1","SNW1",423381,"No"
"ENSGALG00000010502",54558,"SPATA6","SPATA6",424626,"No"
"ENSGALG00000010504",57143,"ADCK1","ADCK1",423382,"No"
"ENSGALG00000010507",79368,"FCRL2","FCRL4",425592,"No"
"ENSGALG00000010507",115350,"FCRL1","FCRL4",425592,"No"
"ENSGALG00000010507",343413,"FCRL6","FCRL4",425592,"No"
"ENSGALG00000010513",NA,NA,"NA",NA,"No"
"ENSGALG00000010517",26123,"TCTN3","TCTN3",100857412,"No"
"ENSGALG00000010526",58505,"OSTC","OSTC",422525,"No"
"ENSGALG00000010533",1996,"ELAVL4","ELAVL4",395634,"No"
"ENSGALG00000010535",166929,"SGMS2","SGMS2",422529,"No"
"ENSGALG00000010536",11124,"FAF1","FAF1",424629,"No"
"ENSGALG00000010537",1031,"CDKN2C","CDKN2C",429104,"No"
"ENSGALG00000010538",55622,"TTC27","TTC27",421462,"No"
"ENSGALG00000010539",26994,"RNF11","RNF11",424631,"No"
"ENSGALG00000010540",22996,"TTC39A","TTC39A",424632,"No"
"ENSGALG00000010541",57448,"BIRC6","BIRC6",421463,"No"
"ENSGALG00000010542",9061,"PAPSS1","PAPSS1",422530,"No"
"ENSGALG00000010543",2060,"EPS15","EPS15",424633,"No"
"ENSGALG00000010547",84272,"YIPF4","YIPF4",421464,"No"
"ENSGALG00000010551",10602,"CDC42EP3","CDC42EP3",428577,"No"
"ENSGALG00000010553",9255,"AIMP1","AIMP1",422533,"No"
"ENSGALG00000010554",NA,NA,"NA",NA,"No"
"ENSGALG00000010555",114883,"OSBPL9","OSBPL9",424634,"No"
"ENSGALG00000010560",5610,"EIF2AK2","EIF2AK2",395147,"No"
"ENSGALG00000010561",253635,"GPATCH11","GPATCH11",421468,"No"
"ENSGALG00000010562",145508,"CEP128","CEP128",428899,"No"
"ENSGALG00000010564",93627,"TBCK","TBCK",422534,"No"
"ENSGALG00000010565",4898,"NRDC","NRDC",424635,"No"
"ENSGALG00000010567",5865,"RAB3B","RAB3B",424636,"No"
"ENSGALG00000010569",51060,"TXNDC12","TXNDC12",772208,"No"
"ENSGALG00000010570",91408,"BTF3L4","BTF3L4",424638,"No"
"ENSGALG00000010571",54497,"HEATR5B","HEATR5B",421469,"No"
"ENSGALG00000010572",7253,"TSHR","TSHR",428900,"No"
"ENSGALG00000010573",79807,"GSTCD","GSTCD",422536,"No"
"ENSGALG00000010575",57117,"INTS12","INTS12",422537,"No"
"ENSGALG00000010576",2957,"GTF2A1","GTF2A1",423389,"No"
"ENSGALG00000010577",54848,"ARHGEF38","ARHGEF38",428744,"No"
"ENSGALG00000010579",85439,"STON2","STON2",423390,"No"
"ENSGALG00000010580",6801,"STRN","STRN",421470,"No"
"ENSGALG00000010581",6400,"SEL1L","SEL1L",423391,"No"
"ENSGALG00000010582",27068,"PPA2","PPA2",422539,"No"
"ENSGALG00000010583",5212,"VIT","VIT",421471,"No"
"ENSGALG00000010588",NA,NA,"NA",396117,"Transcription Factor"
"ENSGALG00000010589",23768,"FLRT2","FLRT2",428901,"No"
"ENSGALG00000010592",54790,"TET2","TET2",422540,"Transcription Factor"
"ENSGALG00000010593",2581,"GALC","GALC",423394,"No"
"ENSGALG00000010594",9637,"FEZ2","FEZ2",421472,"No"
"ENSGALG00000010595",8477,"GPR65","GPR65",423395,"No"
"ENSGALG00000010596",6870,"TACR3","TACR3",768993,"No"
"ENSGALG00000010598",54207,"KCNK10","KCNK10",428902,"No"
"ENSGALG00000010601",55325,"UFSP2","UFSP2",422542,"No"
"ENSGALG00000010607",55812,"AL049834.1","SPATA7",423397,"No"
"ENSGALG00000010609",55471,"NDUFAF7","NDUFAF7",421477,"No"
"ENSGALG00000010610",83891,"SNX25","SNX25",422544,"No"
"ENSGALG00000010611",57587,"CFAP97","CFAP97",422545,"No"
"ENSGALG00000010612",23683,"PRKD3","PRKD3",421478,"No"
"ENSGALG00000010613",9372,"ZFYVE9","ZFYVE9",424639,"No"
"ENSGALG00000010614",291,"SLC25A4","SLC25A4",422546,"No"
"ENSGALG00000010616",11099,"PTPN21","PTPN21",423398,"No"
"ENSGALG00000010618",55676,"SLC30A6","SLC30A6",421480,"No"
"ENSGALG00000010619",200014,"CC2D1B","CC2D1A",772226,"Transcription Factor"
"ENSGALG00000010620",6683,"SPAST","SPAST",421481,"No"
"ENSGALG00000010621",84661,"DPY30","DPY30",421482,"No"
"ENSGALG00000010622",79882,"ZC3H14","ZC3H14",423399,"No"
"ENSGALG00000010623",4998,"ORC1","ORC1",424640,"No"
"ENSGALG00000010624",51072,"MEMO1","MEMO1",421483,"No"
"ENSGALG00000010625",6716,"SRD5A2","SRD5A2",772291,"No"
"ENSGALG00000010627",84950,"PRPF38A","PRPF38A",771795,"No"
"ENSGALG00000010628",2180,"ACSL1","ACSL1",422547,"No"
"ENSGALG00000010629",23318,"TUT4","ZCCHC11",424642,"No"
"ENSGALG00000010630",25909,"AHCTF1","AHCTF1",421484,"Transcription Factor"
"ENSGALG00000010633",2882,"GPX7","GPX7",424643,"No"
"ENSGALG00000010635",NA,NA,"NA",NA,"No"
"ENSGALG00000010636",201973,"PRIMPOL","PRIMPOL",422549,"No"
"ENSGALG00000010638",836,"CASP3","CASP3",395476,"No"
"ENSGALG00000010639",161436,"EML5","EML5",423400,"No"
"ENSGALG00000010641",51097,"SCCPDH","SCCPDH",421485,"No"
"ENSGALG00000010642",3660,"IRF2","IRF2",396115,"Transcription Factor"
"ENSGALG00000010643",440590,"ZYG11A","ZYG11A",424645,"No"
"ENSGALG00000010645",133121,"ENPP6","ENPP6",422551,"No"
"ENSGALG00000010646",56977,"STOX2","STOX2",769288,"No"
"ENSGALG00000010647",55268,"ECHDC2","ECHDC2",424646,"No"
"ENSGALG00000010649",163882,"CNST","CNST",421487,"No"
"ENSGALG00000010651",64216,"TFB2M","TFB2M",421488,"No"
"ENSGALG00000010652",6342,"SCP2","SCP2",396550,"No"
"ENSGALG00000010653",64754,"SMYD3","SMYD3",421489,"No"
"ENSGALG00000010654",60684,"TRAPPC11","TRAPPC11",428748,"No"
"ENSGALG00000010657",NA,NA,"NA",NA,"No"
"ENSGALG00000010658",201965,"RWDD4","RWDD4",428749,"No"
"ENSGALG00000010659",3622,"ING2","ING2",422553,"No"
"ENSGALG00000010661",55602,"CDKN2AIP","CDKN2AIP",769372,"No"
"ENSGALG00000010662",NA,NA,"NA",NA,"No"
"ENSGALG00000010663",123016,"TTC8","TTC8",423401,"No"
"ENSGALG00000010664",55083,"KIF26B","KIF26B",100859813,"No"
"ENSGALG00000010665",1112,"FOXN3","FOXN3",423402,"Transcription Factor"
"ENSGALG00000010668",80014,"WWC2","WWC2",422555,"No"
"ENSGALG00000010669",55775,"TDP1","TDP1",423403,"No"
"ENSGALG00000010671",3192,"HNRNPU","HNRNPU",421492,"No"
"ENSGALG00000010672",56659,"KCNK13","KCNK13",772210,"No"
"ENSGALG00000010673",6512,"SLC1A7","SLC1A7",429106,"No"
"ENSGALG00000010674",1635,"DCTD","DCTD",422556,"No"
"ENSGALG00000010675",5700,"PSMC1","PSMC1",395804,"No"
"ENSGALG00000010677",55051,"NRDE2","NRDE2",423404,"No"
"ENSGALG00000010678",51029,"DESI2","DESI2",421494,"No"
"ENSGALG00000010680",145567,"TTC7B","TTC7B",423407,"No"
"ENSGALG00000010681",1376,"CPT2","CPT2",424649,"No"
"ENSGALG00000010688",53358,"SHC3","SHC3",431265,"No"
"ENSGALG00000010689",4116,"MAGOH","MAGOH",374226,"No"
"ENSGALG00000010691",NA,NA,"NA",NA,"No"
"ENSGALG00000010692",7804,"LRP8","LRP8",396102,"No"
"ENSGALG00000010694",79048,"SECISBP2","SECISBP2",426815,"No"
"ENSGALG00000010697",10507,"SEMA4D","SEMA4D",396331,"No"
"ENSGALG00000010699",54468,"MIOS","MIOS",420577,"No"
"ENSGALG00000010700",6119,"RPA3","RPA3",420578,"No"
"ENSGALG00000010702",159,"ADSS2","ADSS",428579,"No"
"ENSGALG00000010703",80017,"DGLUCY","C5H14orf159",423409,"No"
"ENSGALG00000010705",10472,"ZBTB18","ZBTB18",428580,"Transcription Factor"
"ENSGALG00000010707",8111,"GPR68","GPR4",428904,"No"
"ENSGALG00000010708",3382,"ICA1","ICA1",420581,"No"
"ENSGALG00000010711",30010,"NXPH1","NXPH1",420582,"No"
"ENSGALG00000010713",NA,NA,"NA",NA,"No"
"ENSGALG00000010716",175,"AGA","AGA",422558,"No"
"ENSGALG00000010718",221981,"THSD7A","NULL",NA,"No"
"ENSGALG00000010719",55247,"NEIL3","NEIL3",428750,"No"
"ENSGALG00000010721",148979,"GLIS1","GLIS1",424652,"Transcription Factor"
"ENSGALG00000010722",NA,NA,"NA",NA,"No"
"ENSGALG00000010733",9859,"CEP170","CEP170",421499,"No"
"ENSGALG00000010734",55671,"PPP4R3A","PPP4R3A",423411,"No"
"ENSGALG00000010736",1733,"DIO1","DIO1",395940,"No"
"ENSGALG00000010737",200150,"PLD5","PLD5",421501,"No"
"ENSGALG00000010738",123036,"TC2N","TC2N",423412,"No"
"ENSGALG00000010740",54432,"YIPF1","YIPF1",424653,"No"
"ENSGALG00000010741",440738,"MAP1LC3C","MAP1LC3C",421504,"No"
"ENSGALG00000010743",115353,"LRRC42","LRRC42",424655,"No"
"ENSGALG00000010744",51809,"GALNT7","GALNT7",422561,"No"
"ENSGALG00000010745",3148,"HMGB2","HMGB2",396482,"Transcription Factor"
"ENSGALG00000010746",9528,"TMEM59","TMEM59",424656,"No"
"ENSGALG00000010747",10516,"FBLN5","FBLN5",423413,"No"
"ENSGALG00000010748",9156,"EXO1","EXO1",421505,"No"
"ENSGALG00000010749",127428,"TCEANC2","TCEANC2",424657,"No"
"ENSGALG00000010752",200008,"CDCP2","CDCP2",424658,"No"
"ENSGALG00000010758",606495,"CYB5RL","LOC112529965",112529965,"No"
"ENSGALG00000010760",128025,"WDR64","NULL",NA,"No"
"ENSGALG00000010761",51253,"MRPL37","MRPL37",772313,"No"
"ENSGALG00000010762",23596,"OPN3","OPN3",428582,"No"
"ENSGALG00000010763",9321,"TRIP11","TRIP11",423414,"No"
"ENSGALG00000010764",26269,"FBXO8","FBXO8",422565,"No"
"ENSGALG00000010766",4287,"ATXN3","ATXN3L",378424,"No"
"ENSGALG00000010766",92552,"ATXN3L","ATXN3L",378424,"No"
"ENSGALG00000010768",93183,"PIGM","PIGM",428583,"No"
"ENSGALG00000010769",3248,"HPGD","HPGD",422567,"No"
"ENSGALG00000010770",85477,"SCIN","SCIN",420588,"No"
"ENSGALG00000010774",23648,"SSBP3","SSBP3",395250,"No"
"ENSGALG00000010778",1131,"CHRM3","CHRM3",396364,"No"
"ENSGALG00000010781",8001,"GLRA3","GLRA3",422568,"No"
"ENSGALG00000010783",53981,"CPSF2","CPSF2",423416,"No"
"ENSGALG00000010785",26027,"ACOT11","ACOT11",429108,"No"
"ENSGALG00000010789",25973,"PARS2","PARS2",424659,"No"
"ENSGALG00000010792",392636,"AGMO","AGMO",772374,"No"
"ENSGALG00000010793",123041,"SLC24A4","SLC24A4",772279,"No"
"ENSGALG00000010794",4223,"MEOX2","MEOX2",374137,"Transcription Factor"
"ENSGALG00000010795",729920,"CRPPA","ISPD",420591,"No"
"ENSGALG00000010798",1718,"DHCR24","DHCR24",424661,"No"
"ENSGALG00000010801",199964,"TMEM61","TMEM61",424662,"No"
"ENSGALG00000010803",NA,NA,"NA",NA,"No"
"ENSGALG00000010804",57037,"ANKMY2","ANKMY2",420593,"No"
"ENSGALG00000010805",23358,"USP24","USP24",424665,"No"
"ENSGALG00000010806",79890,"AL159141.1","RIN3",423417,"No"
"ENSGALG00000010809",28969,"BZW2","BZW2",420594,"No"
"ENSGALG00000010811",5641,"LGMN","LGMN",423418,"No"
"ENSGALG00000010812",6262,"RYR2","RYR2",421508,"No"
"ENSGALG00000010813",9950,"GOLGA5","GOLGA5",423419,"No"
"ENSGALG00000010818",NA,"AC119674.2","PLPP3",424666,"No"
"ENSGALG00000010818",8613,"PLPP3","PLPP3",424666,"No"
"ENSGALG00000010820",1113,"CHGA","CHGA",423420,"No"
"ENSGALG00000010822",132851,"SPATA4","SPATA4",422571,"No"
"ENSGALG00000010825",10551,"AGR2","AGR2",420596,"No"
"ENSGALG00000010826",5563,"PRKAA2","PRKAA2",429110,"No"
"ENSGALG00000010835",23220,"DTX4","DTX4",395516,"No"
"ENSGALG00000010836",NA,"AC019117.4","AHR",373907,"Transcription Factor"
"ENSGALG00000010836",196,"AHR","AHR",373907,"Transcription Factor"
"ENSGALG00000010837",140458,"ASB5","ASB5",422572,"No"
"ENSGALG00000010839",60559,"SPCS3","SPCS3",396234,"No"
"ENSGALG00000010840",23161,"SNX13","SNX13",420598,"No"
"ENSGALG00000010842",NA,"AL110118.2","UBR7",772299,"No"
"ENSGALG00000010842",55148,"UBR7","UBR7",772299,"No"
"ENSGALG00000010843",7107,"GPR137B","GPR137B",421511,"No"
"ENSGALG00000010847",7424,"VEGFC","VEGFC",422573,"No"
"ENSGALG00000010850",731,"C8A","C8A",429111,"No"
"ENSGALG00000010853",732,"C8B","C8B",424669,"No"
"ENSGALG00000010854",9734,"HDAC9","HDAC9",420599,"No"
"ENSGALG00000010855",441024,"MTHFD2L","MTHFD2L",770327,"No"
"ENSGALG00000010857",1600,"DAB1","DAB1",374083,"No"
"ENSGALG00000010858",4036,"LRP2","LRP2",424168,"No"
"ENSGALG00000010859",255324,"EPGN","EPGN",497270,"No"
"ENSGALG00000010861",115209,"OMA1","OMA1",424670,"No"
"ENSGALG00000010862",222894,"FERD3L","NULL",428429,"Transcription Factor"
"ENSGALG00000010863",221830,"TWISTNB","TWISTNB",420603,"No"
"ENSGALG00000010864",2069,"EREG","EREG",408036,"No"
"ENSGALG00000010865",256130,"TMEM196","TMEM196",772254,"No"
"ENSGALG00000010866",374,"AREG","AREG",428752,"No"
"ENSGALG00000010867",4070,"TACSTD2","TACSTD2",772378,"No"
"ENSGALG00000010868",346389,"MACC1","MACC1",420604,"No"
"ENSGALG00000010869",114803,"MYSM1","MYSM1",424671,"Transcription Factor"
"ENSGALG00000010870",3725,"JUN","JUN",424673,"Transcription Factor"
"ENSGALG00000010873",10170,"DHRS9","LOC772005",772005,"No"
"ENSGALG00000010874",57578,"UNC79","UNC79",423426,"No"
"ENSGALG00000010875",3696,"ITGB8","ITGB8",395470,"No"
"ENSGALG00000010878",8615,"USO1","USO1",422575,"No"
"ENSGALG00000010879",55277,"FGGY","FGGY",772383,"No"
"ENSGALG00000010881",51676,"ASB2","ASB2",423428,"No"
"ENSGALG00000010882",9908,"G3BP2","G3BP2",422576,"No"
"ENSGALG00000010884",57062,"DDX24","DDX24",423429,"No"
"ENSGALG00000010885",55589,"BMP2K","BMP2K",422578,"No"
"ENSGALG00000010886",152559,"PAQR3","PAQR3",770386,"No"
"ENSGALG00000010889",51361,"HOOK1","HOOK1",424675,"No"
"ENSGALG00000010891",8647,"ABCB11","ABCB11",424170,"No"
"ENSGALG00000010896",153396,"TMEM161B","TMEM161B",426919,"No"
"ENSGALG00000010899",57818,"G6PC2","G6PC2",424171,"No"
"ENSGALG00000010900",57405,"SPC25","SPC25",424172,"No"
"ENSGALG00000010901",NA,NA,"NA",NA,"No"
